As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance
25-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
26-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,26000
27-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
28-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
02-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,21000
03-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
08-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
11-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
13-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
14-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,31000
15-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,28000
18-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,29000
19-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
20-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,25000
23-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
24-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,36000
27-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,37000
28-07-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
02-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,23000
03-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,34000
04-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
06-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,31000
07-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,29000
09-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,25000
12-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
14-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,25000
15-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
19-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,22000
20-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
21-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
22-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,20000
24-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,35000
26-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,30000
27-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,27000
28-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,30000
29-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
31-08-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,25000
02-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,37000
03-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
04-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
05-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,34000
06-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
11-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
12-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
14-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
16-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
19-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
21-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,23000
24-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,25000
25-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,26000
26-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
29-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
30-09-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,27000
02-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,39000
03-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
06-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,35000
07-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,21000
09-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,26000
10-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
14-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,23000
15-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,21000
18-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
19-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,36000
21-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,25000
22-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,33000
24-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,19000
28-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,32000
29-10-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,30000
02-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,26000
06-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,29000
07-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
08-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
09-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,33000,33000
11-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,31000
16-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
17-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
18-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,35000
19-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,22000
22-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,27000
23-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,22000
26-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,41000
28-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
29-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,23000
30-11-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,25000
01-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
02-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
03-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,35000
04-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,25000
06-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
12-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
14-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,25000
16-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,28000
17-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
19-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,33000
21-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,38000
22-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,29000
23-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
25-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
26-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
27-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
28-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,38000
29-12-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,31000
01-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,30000
03-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
05-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,26000
06-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,32000
07-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
08-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
09-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
13-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
14-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,24000
15-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
17-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
18-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
19-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,22000
20-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
21-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,25000
25-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,30000
29-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
30-01-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
02-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
03-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,26000
05-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,38000
06-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
07-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,21000
12-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
15-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,23000
17-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
18-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
19-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,32000
20-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,28000
22-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,23000
23-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
24-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
25-02-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,24000
01-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,22000
06-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,27000
07-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
09-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,31000
14-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
17-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,29000
18-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
20-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,26000
21-03-2025,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,37000
23-03-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,65000
26-03-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,56000
27-03-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,61000
28-03-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,60000
31-03-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,58000
02-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,45000
03-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,71000
04-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,51000
05-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,76000
07-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,67000,52000
09-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,68000
10-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,46000
11-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,60000
13-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,61000
14-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,62000
18-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,65000
19-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,62000
20-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,58000
21-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,74000
22-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,53000
23-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,49000
25-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,64000
26-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,65000
27-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,67000,67000
28-04-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,67000,67000
01-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,79000
03-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,56000
04-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,61000
05-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,69000
07-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,46000
11-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,61000
12-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,65000
13-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,77000
15-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,67000,67000
16-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,56000
18-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,58000
22-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,63000
23-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,60000
25-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,59000
28-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,63000,63000
29-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,49000
31-05-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,64000
01-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,57000
02-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,63000,61000
07-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,59000
12-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,72000
14-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,64000
15-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,58000
16-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,63000,63000
18-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,62000
19-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,52000
21-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,41000
23-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,56000
26-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,52000
27-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,58000
28-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,63000
29-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,59000
30-06-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,56000
01-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,61000
02-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,57000
03-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,59000
04-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,56000
11-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,63000,63000
13-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,60000
14-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,49000
16-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,62000
18-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,75000
20-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,47000
21-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,63000,56000
27-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,46000
29-07-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,57000
02-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,61000
03-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,75000
05-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,66000
06-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,66000
09-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,59000
10-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,84000
13-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,56000
15-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,55000
16-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,62000
17-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,56000
22-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,76000
26-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,64000
27-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,62000
28-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,72000
30-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,56000
31-08-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,55000
01-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,67000,61000
03-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,58000
04-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,60000
05-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,62000
06-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,64000
07-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,72000
08-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,66000
13-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,43000
14-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,58000,63000
15-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,55000
16-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,56000
17-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,60000
19-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,55000
22-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,65000
23-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,54000
25-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,60000,58000
27-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,65000
28-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,68000
29-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,64000
30-09-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,78000
02-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,64000
04-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,57000
07-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,67000,60000
08-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,62000
09-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,77000
11-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,61000,79000
12-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,53000
13-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,65000,81000
14-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,56000,66000
16-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,59000
17-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,63000
19-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,62000,79000
20-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,59000
22-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,66000,76000
25-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,63000,64000
26-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,57000
29-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,55000
31-10-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,57000,51000
01-11-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,67000,67000
02-11-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,55000,55000
04-11-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,59000,64000
06-11-2024,Williams-Cook,643,8434,USD,COMMERCIAL LOANS,PRINCIPAL,64000,71000
